|@id|@type|AchatMatierePremiereAutreAppro|AchatsDeMarchandises|AutreInteretEtProduitAssimile|AutresAchatEtChargesExternes|AutresCharges|AutresProduits|Benefice|ChargesExceptionnelleOperationCapital|ChargesExceptionnelleOperationGestion|ChargesExploitation|ChargesFinancieres|ChargesNetteCessionValeurMobiliereDePlacement|ChargesSociales|ChiffresAffairesNet|Corporate|DifferenceNegativeChange|DifferencesPositivesChange|Dividende|DotationAmortissementImmobilisations|DotationDepreciationActifCirculant|DotationDepreciationImmobilisations|DotationExceptionnelleAmortissementDepreciationProvision|DotationProvisions|DotationsFinancieresAmortissementDepreciationProvision|EffectifsMoyens|ImpotTaxesEtVersementsAssimiles|ImpotsSurLesBenefices|InteretEtChargeAssimilees|ParticipationSalariesAuxResultats|ProductionImmobilisee|ProductionStocked|ProductionVendueDeBiens|ProductionVendueDeServices|ProduitExceptionnelOperationCapital|ProduitExceptionnelOperationGestion|ProduitsAutresValeursMobiliereEtCreancesActifImmobilise|ProduitsExploitation|ProduitsFinanciers|ProduitsFinanciersParticipations|ProduitsNetsCessionsValeursMobilesPlacement|RepriseDepreciationEtProvisionTransfertsCharges|RepriseDepreciationProvisionTransfertCharge|RepriseDepreciationProvisionsTransfertCharges|ResultatExceptionnel|ResultatExploitation|ResultatFinancier|SalairesEtTraitements|SubventionsExploitation|VariationStockMarchandise|VariationStockMatierePremiereEtAppro|VenteMarchandises|id|year
0|/api/compte_de_resultats/134971|CompteDeResultat|126963|7205332|181083|6741421|16801|156|5271175|0|151223|14789077|700339|0|1241400|22351897|/api/corporates/324723|678922|465327|-1|277044|149491|0|0|0|0|-1|278564|2463355|21417|0|0|-186579|1650949|283725|0|80101|0|22518554|731513|0|0|85102|45000|349425|-26122|7729478|31174|1105750|3656|-2528385|174696|20417223|134971|2017
1|/api/compte_de_resultats/134972|CompteDeResultat|0|0|0|4505|0|3|-44324|0|8|5805|35993|0|1131|0|/api/corporates/324724|0|0|-1|0|0|0|2521|0|30950|-1|169|0|5043|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|-2529|-5802|-35993|0|0|0|0|0|134972|2015
2|/api/compte_de_resultats/134973|CompteDeResultat|0|0|1886|502512|0|102595|-171221|0|0|611327|250100|0|1185|500115|/api/corporates/324725|0|0|-1|3206|0|0|0|0|1|-1|104423|-85610|250100|0|0|0|0|500115|0|0|0|602710|1886|0|0|0|0|0|0|-8617|-248214|0|0|0|0|0|134973|2016
3|/api/compte_de_resultats/134974|CompteDeResultat|0|421198|0|8148|0|0|-9517|0|0|9517|0|0|0|0|/api/corporates/324726|0|0|-1|0|0|0|0|0|0|-1|1369|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-9517|0|0|0|-421198|0|0|134974|2016
4|/api/compte_de_resultats/134975|CompteDeResultat|0|0|0|158126|45|7|8741|0|1665|478188|14|0|90978|493783|/api/corporates/324732|14|21|-1|566|0|0|0|0|0|-1|4020|5203|0|0|0|0|0|493783|0|0|0|493790|21|0|0|0|0|0|-1665|15602|7|224453|0|0|0|0|134975|2016
5|/api/compte_de_resultats/134976|CompteDeResultat|0|0|16189|78125|1|0|-215286|0|180|1030126|354878|14830|260293|1014125|/api/corporates/48407|0|0|-1|181495|0|0|0|0|299967|-1|69460|6221|40080|0|0|0|0|1014125|26336|0|0|1032530|117252|7296|40482|53284|0|18406|26156|2405|-237626|440751|0|0|0|0|134976|2016
6|/api/compte_de_resultats/134977|CompteDeResultat|0|0|246454|109243|2|2|253983|0|180|360061|1164|0|0|370524|/api/corporates/324734|0|0|-1|6319|0|0|0|0|0|-1|1819|5116|1164|0|0|0|0|370524|0|0|0|373975|246529|75|0|0|0|3448|-180|13914|245365|242677|0|0|0|0|134977|2017
7|/api/compte_de_resultats/134978|CompteDeResultat|0|5851|0|43274|57|0|312220|0|479|180284|7|0|12171|382820|/api/corporates/60377|0|0|-1|661|34585|0|0|0|0|4|1241|0|7|0|0|0|0|382820|0|110170|0|382820|0|0|0|0|0|0|109691|202536|-7|82443|0|0|0|0|134978|2015
8|/api/compte_de_resultats/134979|CompteDeResultat|0|0|0|27867|0|1|20406|0|0|30233|2768|0|357|57253|/api/corporates/324737|0|0|20355|884|0|0|0|0|0|-1|1123|3847|2768|0|0|0|0|57253|0|0|0|57255|0|0|0|0|0|0|0|27022|-2768|0|0|0|0|0|134979|2017
9|/api/compte_de_resultats/134980|CompteDeResultat|635322|0|1264|968362|7|7|190752|88567|5610|2465980|676|0|215612|2579687|/api/corporates/324739|0|0|-1|26920|11342|0|0|188859|0|-1|19495|74672|676|0|0|0|0|2579687|89350|16679|0|2716164|4064|19|2782|0|0|136470|11851|250184|3389|400411|0|0|-350|0|134980|2016
